Unit	F	f_deepseek_neg	score_deepseek_neg	f_deepseek_pos	score_deepseek_pos	f_gpt_neg	score_gpt_neg	f_gpt_pos	score_gpt_pos	f_hum_neg	score_hum_neg	f_hum_pos	score_hum_pos
自备	6	2	0.751	0	-0.3455	0	-0.3469	0	-0.3527	2	0.3378	2	0.3372
我来	6	0	-0.3626	2	0.7833	0	-0.3469	0	-0.3527	2	0.3378	2	0.3372
服务设施	6	0	-0.3626	0	-0.3455	0	-0.3469	0	-0.3527	3	0.7824	3	0.7814
无法忍受	6	0	-0.3626	0	-0.3455	0	-0.3469	0	-0.3527	4	1.4419	2	0.3372
柳州	6	0	-0.3626	0	-0.3455	0	-0.3469	0	-0.3527	3	0.7824	3	0.7814
邯郸	6	0	-0.3626	0	-0.3455	0	-0.3469	0	-0.3527	6	3.6415	0	-0.7408
国营	6	0	-0.3626	0	-0.3455	0	-0.3469	0	-0.3527	5	2.3566	1	-0.2676
TAXI	6	0	-0.3626	0	-0.3455	0	-0.3469	0	-0.3527	3	0.7824	3	0.7814
之下	6	0	-0.3626	0	-0.3455	0	-0.3469	0	-0.3527	6	3.6415	0	-0.7408
动手	6	3	1.4905	2	0.7833	0	-0.3469	0	-0.3527	1	-0.2672	0	-0.7408
泥	6	3	1.4905	2	0.7833	0	-0.3469	0	-0.3527	1	-0.2672	0	-0.7408
租	6	0	-0.3626	1	0.2607	0	-0.3469	0	-0.3527	3	0.7824	2	0.3372
最最	6	0	-0.3626	0	-0.3455	0	-0.3469	0	-0.3527	6	3.6415	0	-0.7408
06	6	0	-0.3626	0	-0.3455	0	-0.3469	0	-0.3527	3	0.7824	3	0.7814
强力	6	0	-0.3626	0	-0.3455	0	-0.3469	0	-0.3527	3	0.7824	3	0.7814
两样	6	0	-0.3626	0	-0.3455	0	-0.3469	0	-0.3527	5	2.3566	1	-0.2676
当班	6	1	0.2471	1	0.2607	0	-0.3469	0	-0.3527	4	1.4419	0	-0.7408
众多	6	0	-0.3626	0	-0.3455	0	-0.3469	0	-0.3527	2	0.3378	4	1.4405
改口说	6	1	0.2471	0	-0.3455	0	-0.3469	0	-0.3527	5	2.3566	0	-0.7408
点菜	6	0	-0.3626	1	0.2607	0	-0.3469	0	-0.3527	3	0.7824	2	0.3372
紧闭	6	3	1.4905	0	-0.3455	0	-0.3469	0	-0.3527	1	-0.2672	2	0.3372
破烂	6	0	-0.3626	0	-0.3455	0	-0.3469	0	-0.3527	4	1.4419	2	0.3372
赶快	6	0	-0.3626	0	-0.3455	0	-0.3469	0	-0.3527	5	2.3566	1	-0.2676
气死	6	0	-0.3626	0	-0.3455	0	-0.3469	0	-0.3527	6	3.6415	0	-0.7408
这位	6	0	-0.3626	1	0.2607	0	-0.3469	0	-0.3527	5	2.3566	0	-0.7408
丝毫	6	2	0.751	2	0.7833	0	-0.3469	0	-0.3527	2	0.3378	0	-0.7408
老牌	6	0	-0.3626	0	-0.3455	0	-0.3469	0	-0.3527	4	1.4419	2	0.3372
银河	6	0	-0.3626	0	-0.3455	0	-0.3469	0	-0.3527	1	-0.2672	5	2.3547
十元	6	0	-0.3626	0	-0.3455	0	-0.3469	0	-0.3527	4	1.4419	2	0.3372
要个	6	4	2.4643	1	0.2607	0	-0.3469	0	-0.3527	1	-0.2672	0	-0.7408
制造	6	1	0.2471	3	1.5434	0	-0.3469	0	-0.3527	2	0.3378	0	-0.7408
380	6	0	-0.3626	0	-0.3455	0	-0.3469	0	-0.3527	4	1.4419	2	0.3372
傲慢	6	2	0.751	0	-0.3455	0	-0.3469	0	-0.3527	4	1.4419	0	-0.7408
买单	6	0	-0.3626	0	-0.3455	0	-0.3469	0	-0.3527	5	2.3566	1	-0.2676
小楼	6	0	-0.3626	0	-0.3455	0	-0.3469	0	-0.3527	2	0.3378	4	1.4405
厕纸	6	2	0.751	0	-0.3455	0	-0.3469	0	-0.3527	3	0.7824	1	-0.2676
眼光	6	1	0.2471	3	1.5434	0	-0.3469	0	-0.3527	1	-0.2672	1	-0.2676
制服	6	1	0.2471	1	0.2607	0	-0.3469	0	-0.3527	3	0.7824	1	-0.2676
脏兮兮	6	2	0.751	0	-0.3455	0	-0.3469	0	-0.3527	4	1.4419	0	-0.7408
个个	6	1	0.2471	0	-0.3455	0	-0.3469	0	-0.3527	2	0.3378	3	0.7814
贵阳	6	0	-0.3626	0	-0.3455	0	-0.3469	0	-0.3527	6	3.6415	0	-0.7408
多分钟	6	0	-0.3626	0	-0.3455	0	-0.3469	0	-0.3527	4	1.4419	2	0.3372
好差	6	0	-0.3626	0	-0.3455	0	-0.3469	0	-0.3527	6	3.6415	0	-0.7408
很浓	6	1	0.2471	0	-0.3455	0	-0.3469	0	-0.3527	5	2.3566	0	-0.7408
良心	6	1	0.2471	4	2.5386	0	-0.3469	0	-0.3527	1	-0.2672	0	-0.7408
清洁工	6	2	0.751	0	-0.3455	0	-0.3469	0	-0.3527	1	-0.2672	3	0.7814
预留	6	0	-0.3626	2	0.7833	0	-0.3469	0	-0.3527	3	0.7824	1	-0.2676
受潮	6	4	2.4643	0	-0.3455	0	-0.3469	0	-0.3527	1	-0.2672	1	-0.2676
来得及	6	0	-0.3626	0	-0.3455	0	-0.3469	0	-0.3527	1	-0.2672	5	2.3547
无视	6	3	1.4905	0	-0.3455	0	-0.3469	0	-0.3527	2	0.3378	1	-0.2676
这类	6	0	-0.3626	0	-0.3455	0	-0.3469	0	-0.3527	2	0.3378	4	1.4405
搭理	6	0	-0.3626	0	-0.3455	0	-0.3469	0	-0.3527	6	3.6415	0	-0.7408
住进	6	0	-0.3626	0	-0.3455	0	-0.3469	0	-0.3527	4	1.4419	2	0.3372
除非	6	0	-0.3626	0	-0.3455	0	-0.3469	0	-0.3527	4	1.4419	2	0.3372
恼火	6	0	-0.3626	0	-0.3455	0	-0.3469	0	-0.3527	6	3.6415	0	-0.7408
熊	6	0	-0.3626	4	2.5386	0	-0.3469	0	-0.3527	1	-0.2672	1	-0.2676
可笑	6	1	0.2471	0	-0.3455	0	-0.3469	0	-0.3527	5	2.3566	0	-0.7408
想不到	6	0	-0.3626	0	-0.3455	0	-0.3469	0	-0.3527	3	0.7824	3	0.7814
再订	6	0	-0.3626	1	0.2607	0	-0.3469	0	-0.3527	3	0.7824	2	0.3372
桔子	6	0	-0.3626	0	-0.3455	0	-0.3469	0	-0.3527	6	3.6415	0	-0.7408
人大	6	0	-0.3626	0	-0.3455	0	-0.3469	0	-0.3527	4	1.4419	2	0.3372
嘴	6	4	2.4643	1	0.2607	0	-0.3469	0	-0.3527	1	-0.2672	0	-0.7408
一问三不知	6	0	-0.3626	0	-0.3455	0	-0.3469	0	-0.3527	4	1.4419	2	0.3372
小强	6	0	-0.3626	0	-0.3455	0	-0.3469	0	-0.3527	5	2.3566	1	-0.2676
宰客	6	1	0.2471	1	0.2607	0	-0.3469	0	-0.3527	4	1.4419	0	-0.7408
水果刀	6	1	0.2471	2	0.7833	0	-0.3469	0	-0.3527	1	-0.2672	2	0.3372
不近	6	0	-0.3626	0	-0.3455	0	-0.3469	0	-0.3527	3	0.7824	3	0.7814
当中	6	0	-0.3626	0	-0.3455	0	-0.3469	0	-0.3527	1	-0.2672	5	2.3547
洁白	6	0	-0.3626	4	2.5386	0	-0.3469	0	-0.3527	1	-0.2672	1	-0.2676
大马路	6	2	0.751	1	0.2607	0	-0.3469	0	-0.3527	2	0.3378	1	-0.2676
携成	6	0	-0.3626	0	-0.3455	0	-0.3469	0	-0.3527	5	2.3566	1	-0.2676
太偏	6	0	-0.3626	0	-0.3455	0	-0.3469	0	-0.3527	4	1.4419	2	0.3372
一盘	6	1	0.2471	1	0.2607	0	-0.3469	0	-0.3527	4	1.4419	0	-0.7408
往来	6	0	-0.3626	0	-0.3455	0	-0.3469	0	-0.3527	3	0.7824	3	0.7814
488	6	0	-0.3626	0	-0.3455	0	-0.3469	0	-0.3527	4	1.4419	2	0.3372
六	6	1	0.2471	0	-0.3455	0	-0.3469	0	-0.3527	3	0.7824	2	0.3372
怕热	6	0	-0.3626	4	2.5386	0	-0.3469	0	-0.3527	2	0.3378	0	-0.7408
市话	6	0	-0.3626	0	-0.3455	0	-0.3469	0	-0.3527	3	0.7824	3	0.7814
120	6	0	-0.3626	0	-0.3455	0	-0.3469	0	-0.3527	3	0.7824	3	0.7814
只得	6	1	0.2471	0	-0.3455	0	-0.3469	0	-0.3527	5	2.3566	0	-0.7408
缺陷	6	1	0.2471	0	-0.3455	0	-0.3469	0	-0.3527	3	0.7824	2	0.3372
一无是处	6	1	0.2471	0	-0.3455	0	-0.3469	0	-0.3527	5	2.3566	0	-0.7408
留给	6	1	0.2471	1	0.2607	0	-0.3469	0	-0.3527	3	0.7824	1	-0.2676
半点	6	0	-0.3626	4	2.5386	0	-0.3469	0	-0.3527	2	0.3378	0	-0.7408
坐飞机	6	0	-0.3626	0	-0.3455	0	-0.3469	0	-0.3527	6	3.6415	0	-0.7408
堪比	6	4	2.4643	1	0.2607	0	-0.3469	0	-0.3527	1	-0.2672	0	-0.7408
吸尘器	6	2	0.751	2	0.7833	0	-0.3469	0	-0.3527	2	0.3378	0	-0.7408
电话线	6	1	0.2471	0	-0.3455	0	-0.3469	0	-0.3527	2	0.3378	3	0.7814
领班	6	0	-0.3626	0	-0.3455	0	-0.3469	0	-0.3527	5	2.3566	1	-0.2676
毁掉	6	4	2.4643	0	-0.3455	0	-0.3469	0	-0.3527	2	0.3378	0	-0.7408
夫妻	6	1	0.2471	0	-0.3455	0	-0.3469	0	-0.3527	3	0.7824	2	0.3372
冲澡	6	1	0.2471	2	0.7833	0	-0.3469	0	-0.3527	2	0.3378	1	-0.2676
泥土	6	3	1.4905	1	0.2607	0	-0.3469	0	-0.3527	1	-0.2672	1	-0.2676
免	6	1	0.2471	3	1.5434	0	-0.3469	0	-0.3527	1	-0.2672	1	-0.2676
圈上	6	3	1.4905	1	0.2607	0	-0.3469	0	-0.3527	1	-0.2672	1	-0.2676
一百	6	2	0.751	1	0.2607	0	-0.3469	0	-0.3527	2	0.3378	1	-0.2676
过高	6	0	-0.3626	0	-0.3455	0	-0.3469	0	-0.3527	4	1.4419	2	0.3372
非常少	6	0	-0.3626	0	-0.3455	0	-0.3469	0	-0.3527	3	0.7824	3	0.7814
月初	6	0	-0.3626	0	-0.3455	0	-0.3469	0	-0.3527	4	1.4419	2	0.3372
六个	6	1	0.2471	3	1.5434	0	-0.3469	0	-0.3527	2	0.3378	0	-0.7408
小巴	6	0	-0.3626	0	-0.3455	0	-0.3469	0	-0.3527	3	0.7824	3	0.7814
上帝	6	0	-0.3626	0	-0.3455	0	-0.3469	0	-0.3527	5	2.3566	1	-0.2676
侮辱	6	1	0.2471	0	-0.3455	0	-0.3469	0	-0.3527	5	2.3566	0	-0.7408
虹桥机场	6	0	-0.3626	0	-0.3455	0	-0.3469	0	-0.3527	2	0.3378	4	1.4405
1000	6	0	-0.3626	0	-0.3455	0	-0.3469	0	-0.3527	4	1.4419	2	0.3372
每人	6	0	-0.3626	0	-0.3455	0	-0.3469	0	-0.3527	2	0.3378	4	1.4405
点去	6	0	-0.3626	0	-0.3455	0	-0.3469	0	-0.3527	3	0.7824	3	0.7814
表示感谢	6	0	-0.3626	0	-0.3455	0	-0.3469	0	-0.3527	1	-0.2672	5	2.3547
嘉兴	6	0	-0.3626	0	-0.3455	0	-0.3469	0	-0.3527	2	0.3378	4	1.4405
霸王	6	2	0.751	0	-0.3455	0	-0.3469	0	-0.3527	3	0.7824	1	-0.2676
正门	6	0	-0.3626	0	-0.3455	0	-0.3469	0	-0.3527	2	0.3378	4	1.4405
脏乱差	6	1	0.2471	0	-0.3455	0	-0.3469	0	-0.3527	5	2.3566	0	-0.7408
破破烂烂	6	2	0.751	0	-0.3455	0	-0.3469	0	-0.3527	3	0.7824	1	-0.2676
双人间	6	0	-0.3626	0	-0.3455	0	-0.3469	0	-0.3527	3	0.7824	3	0.7814
滴滴	6	4	2.4643	1	0.2607	0	-0.3469	0	-0.3527	1	-0.2672	0	-0.7408
下载	6	0	-0.3626	2	0.7833	0	-0.3469	0	-0.3527	1	-0.2672	3	0.7814
免得	6	2	0.751	1	0.2607	0	-0.3469	0	-0.3527	1	-0.2672	2	0.3372
徐州	6	0	-0.3626	0	-0.3455	0	-0.3469	0	-0.3527	1	-0.2672	5	2.3547
稍稍	6	0	-0.3626	0	-0.3455	0	-0.3469	0	-0.3527	1	-0.2672	5	2.3547
眼看	6	1	0.2471	1	0.2607	0	-0.3469	0	-0.3527	3	0.7824	1	-0.2676
找出	6	3	1.4905	0	-0.3455	0	-0.3469	0	-0.3527	2	0.3378	1	-0.2676
警察	6	0	-0.3626	0	-0.3455	0	-0.3469	0	-0.3527	5	2.3566	1	-0.2676
单早	6	0	-0.3626	0	-0.3455	0	-0.3469	0	-0.3527	2	0.3378	4	1.4405
身处	6	1	0.2471	1	0.2607	0	-0.3469	0	-0.3527	1	-0.2672	3	0.7814
预售	6	0	-0.3626	0	-0.3455	0	-0.3469	0	-0.3527	5	2.3566	1	-0.2676
据	6	0	-0.3626	0	-0.3455	0	-0.3469	0	-0.3527	3	0.7824	3	0.7814
时分	6	1	0.2471	3	1.5434	0	-0.3469	0	-0.3527	1	-0.2672	1	-0.2676
信誉	6	0	-0.3626	0	-0.3455	0	-0.3469	0	-0.3527	4	1.4419	2	0.3372
高得	6	4	2.4643	0	-0.3455	0	-0.3469	0	-0.3527	2	0.3378	0	-0.7408
同志	6	0	-0.3626	0	-0.3455	0	-0.3469	0	-0.3527	3	0.7824	3	0.7814
我花	6	2	0.751	0	-0.3455	0	-0.3469	0	-0.3527	4	1.4419	0	-0.7408
南京路	6	0	-0.3626	0	-0.3455	0	-0.3469	0	-0.3527	2	0.3378	4	1.4405
开张	6	2	0.751	0	-0.3455	0	-0.3469	0	-0.3527	2	0.3378	2	0.3372
吓死人	6	1	0.2471	0	-0.3455	0	-0.3469	0	-0.3527	2	0.3378	3	0.7814
一系列	6	1	0.2471	1	0.2607	0	-0.3469	0	-0.3527	1	-0.2672	3	0.7814
桂林	6	0	-0.3626	0	-0.3455	0	-0.3469	0	-0.3527	2	0.3378	4	1.4405
指导	6	0	-0.3626	3	1.5434	0	-0.3469	0	-0.3527	2	0.3378	1	-0.2676
疗养院	6	0	-0.3626	0	-0.3455	0	-0.3469	0	-0.3527	1	-0.2672	5	2.3547
‘	6	0	-0.3626	0	-0.3455	0	-0.3469	0	-0.3527	6	3.6415	0	-0.7408
添	6	0	-0.3626	3	1.5434	0	-0.3469	0	-0.3527	3	0.7824	0	-0.7408
感应器	6	4	2.4643	0	-0.3455	0	-0.3469	0	-0.3527	1	-0.2672	1	-0.2676
盘旋	6	4	2.4643	1	0.2607	0	-0.3469	0	-0.3527	1	-0.2672	0	-0.7408
质疑	6	2	0.751	1	0.2607	0	-0.3469	0	-0.3527	3	0.7824	0	-0.7408
干什么	6	0	-0.3626	0	-0.3455	0	-0.3469	0	-0.3527	5	2.3566	1	-0.2676
一大块	6	4	2.4643	0	-0.3455	0	-0.3469	0	-0.3527	2	0.3378	0	-0.7408
非要	6	2	0.751	0	-0.3455	0	-0.3469	0	-0.3527	3	0.7824	1	-0.2676
沙子	6	3	1.4905	1	0.2607	0	-0.3469	0	-0.3527	1	-0.2672	1	-0.2676
大理	6	0	-0.3626	0	-0.3455	0	-0.3469	0	-0.3527	3	0.7824	3	0.7814
暖风	6	0	-0.3626	1	0.2607	0	-0.3469	0	-0.3527	4	1.4419	1	-0.2676
立交桥	6	1	0.2471	1	0.2607	0	-0.3469	0	-0.3527	3	0.7824	1	-0.2676
报警器	6	5	3.7033	0	-0.3455	0	-0.3469	0	-0.3527	1	-0.2672	0	-0.7408
买来	6	0	-0.3626	3	1.5434	0	-0.3469	0	-0.3527	3	0.7824	0	-0.7408
教	6	0	-0.3626	2	0.7833	0	-0.3469	0	-0.3527	2	0.3378	2	0.3372
酒水	6	1	0.2471	0	-0.3455	0	-0.3469	0	-0.3527	1	-0.2672	4	1.4405
mini	6	2	0.751	1	0.2607	0	-0.3469	0	-0.3527	1	-0.2672	2	0.3372
再三	6	3	1.4905	0	-0.3455	0	-0.3469	0	-0.3527	1	-0.2672	2	0.3372
软硬件	6	0	-0.3626	0	-0.3455	0	-0.3469	0	-0.3527	2	0.3378	4	1.4405
巾	6	0	-0.3626	4	2.5386	0	-0.3469	0	-0.3527	2	0.3378	0	-0.7408
破坏	6	2	0.751	0	-0.3455	0	-0.3469	0	-0.3527	2	0.3378	2	0.3372
发车	6	0	-0.3626	0	-0.3455	0	-0.3469	0	-0.3527	3	0.7824	3	0.7814
连个	6	4	2.4643	0	-0.3455	0	-0.3469	0	-0.3527	2	0.3378	0	-0.7408
６	6	0	-0.3626	0	-0.3455	0	-0.3469	0	-0.3527	2	0.3378	4	1.4405
西	6	1	0.2471	0	-0.3455	0	-0.3469	0	-0.3527	1	-0.2672	4	1.4405
钟点房	6	0	-0.3626	2	0.7833	0	-0.3469	0	-0.3527	4	1.4419	0	-0.7408
车到	6	0	-0.3626	2	0.7833	0	-0.3469	0	-0.3527	2	0.3378	2	0.3372
好几家	6	0	-0.3626	5	3.7994	0	-0.3469	0	-0.3527	1	-0.2672	0	-0.7408
创可贴	6	4	2.4643	1	0.2607	0	-0.3469	0	-0.3527	1	-0.2672	0	-0.7408
07	6	0	-0.3626	0	-0.3455	0	-0.3469	0	-0.3527	1	-0.2672	5	2.3547
场	6	0	-0.3626	2	0.7833	0	-0.3469	0	-0.3527	2	0.3378	2	0.3372
形状	6	3	1.4905	1	0.2607	0	-0.3469	0	-0.3527	2	0.3378	0	-0.7408
700	6	0	-0.3626	0	-0.3455	0	-0.3469	0	-0.3527	3	0.7824	3	0.7814
车费	6	0	-0.3626	1	0.2607	0	-0.3469	0	-0.3527	4	1.4419	1	-0.2676
头油	6	5	3.7033	0	-0.3455	0	-0.3469	0	-0.3527	1	-0.2672	0	-0.7408
男性	6	1	0.2471	0	-0.3455	0	-0.3469	0	-0.3527	4	1.4419	1	-0.2676
不在乎	6	1	0.2471	0	-0.3455	0	-0.3469	0	-0.3527	3	0.7824	2	0.3372
那头	6	2	0.751	2	0.7833	0	-0.3469	0	-0.3527	1	-0.2672	1	-0.2676
经验	6	0	-0.3626	0	-0.3455	0	-0.3469	0	-0.3527	2	0.3378	4	1.4405
则	6	0	-0.3626	0	-0.3455	0	-0.3469	0	-0.3527	2	0.3378	4	1.4405
两台	6	5	3.7033	0	-0.3455	0	-0.3469	0	-0.3527	1	-0.2672	0	-0.7408
价格公道	6	0	-0.3626	2	0.7833	0	-0.3469	0	-0.3527	2	0.3378	2	0.3372
花园里	6	0	-0.3626	5	3.7994	0	-0.3469	0	-0.3527	1	-0.2672	0	-0.7408
三家	6	0	-0.3626	1	0.2607	0	-0.3469	0	-0.3527	1	-0.2672	4	1.4405
邮寄	6	2	0.751	1	0.2607	0	-0.3469	0	-0.3527	2	0.3378	1	-0.2676
微笑服务	6	0	-0.3626	0	-0.3455	0	-0.3469	0	-0.3527	2	0.3378	4	1.4405
大道	6	0	-0.3626	0	-0.3455	0	-0.3469	0	-0.3527	1	-0.2672	5	2.3547
自已	6	0	-0.3626	0	-0.3455	0	-0.3469	0	-0.3527	1	-0.2672	5	2.3547
下水管	6	4	2.4643	1	0.2607	0	-0.3469	0	-0.3527	1	-0.2672	0	-0.7408
餐桌	6	0	-0.3626	1	0.2607	0	-0.3469	0	-0.3527	1	-0.2672	4	1.4405
半边	6	4	2.4643	1	0.2607	0	-0.3469	0	-0.3527	1	-0.2672	0	-0.7408
那时	6	1	0.2471	0	-0.3455	0	-0.3469	0	-0.3527	2	0.3378	3	0.7814
之家	6	0	-0.3626	2	0.7833	0	-0.3469	0	-0.3527	1	-0.2672	3	0.7814
着想	6	0	-0.3626	3	1.5434	0	-0.3469	0	-0.3527	1	-0.2672	2	0.3372
心惊胆战	6	5	3.7033	0	-0.3455	0	-0.3469	0	-0.3527	1	-0.2672	0	-0.7408
土	6	2	0.751	0	-0.3455	0	-0.3469	0	-0.3527	2	0.3378	2	0.3372
还过得去	6	0	-0.3626	0	-0.3455	0	-0.3469	0	-0.3527	1	-0.2672	5	2.3547
数据线	6	0	-0.3626	3	1.5434	0	-0.3469	0	-0.3527	2	0.3378	1	-0.2676
酒店设计	6	0	-0.3626	4	2.5386	0	-0.3469	0	-0.3527	1	-0.2672	1	-0.2676
地暖	6	0	-0.3626	4	2.5386	0	-0.3469	0	-0.3527	2	0.3378	0	-0.7408
惊讶	6	0	-0.3626	0	-0.3455	0	-0.3469	0	-0.3527	1	-0.2672	5	2.3547
近期	6	0	-0.3626	0	-0.3455	0	-0.3469	0	-0.3527	1	-0.2672	5	2.3547
不问	6	2	0.751	0	-0.3455	0	-0.3469	0	-0.3527	2	0.3378	2	0.3372
香水	6	3	1.4905	2	0.7833	0	-0.3469	0	-0.3527	1	-0.2672	0	-0.7408
胜	6	0	-0.3626	2	0.7833	0	-0.3469	0	-0.3527	1	-0.2672	3	0.7814
其余	6	0	-0.3626	0	-0.3455	0	-0.3469	0	-0.3527	2	0.3378	4	1.4405
粉末	6	4	2.4643	0	-0.3455	0	-0.3469	0	-0.3527	1	-0.2672	1	-0.2676
P	6	2	0.751	0	-0.3455	0	-0.3469	0	-0.3527	1	-0.2672	3	0.7814
方巾	6	0	-0.3626	4	2.5386	0	-0.3469	0	-0.3527	1	-0.2672	1	-0.2676
感慨	6	1	0.2471	0	-0.3455	0	-0.3469	0	-0.3527	1	-0.2672	4	1.4405
MM	6	0	-0.3626	0	-0.3455	0	-0.3469	0	-0.3527	1	-0.2672	5	2.3547
煮面	6	2	0.751	3	1.5434	0	-0.3469	0	-0.3527	1	-0.2672	0	-0.7408
无敌	6	0	-0.3626	4	2.5386	0	-0.3469	0	-0.3527	1	-0.2672	1	-0.2676
乐园	6	0	-0.3626	0	-0.3455	0	-0.3469	0	-0.3527	1	-0.2672	5	2.3547
掏	6	0	-0.3626	0	-0.3455	0	-0.3469	0	-0.3527	2	0.3378	4	1.4405
天桥	6	2	0.751	0	-0.3455	0	-0.3469	0	-0.3527	1	-0.2672	3	0.7814
总得来说	6	0	-0.3626	0	-0.3455	0	-0.3469	0	-0.3527	1	-0.2672	5	2.3547
曾	6	0	-0.3626	0	-0.3455	0	-0.3469	0	-0.3527	1	-0.2672	5	2.3547
十八	6	2	0.751	1	0.2607	0	-0.3469	0	-0.3527	1	-0.2672	2	0.3372
好奇	6	1	0.2471	2	0.7833	0	-0.3469	0	-0.3527	0	-0.74	3	0.7814
松软	6	0	-0.3626	5	3.7994	0	-0.3469	0	-0.3527	0	-0.74	1	-0.2676
对本	6	0	-0.3626	0	-0.3455	0	-0.3469	0	-0.3527	0	-0.74	6	3.6391
衷心	6	0	-0.3626	0	-0.3455	0	-0.3469	0	-0.3527	0	-0.74	6	3.6391
处在	6	1	0.2471	2	0.7833	0	-0.3469	0	-0.3527	0	-0.74	3	0.7814
索引	6	0	-0.3626	0	-0.3455	0	-0.3469	0	-0.3527	0	-0.74	6	3.6391
顶层	6	1	0.2471	3	1.5434	0	-0.3469	0	-0.3527	0	-0.74	2	0.3372
东莞	6	0	-0.3626	0	-0.3455	0	-0.3469	0	-0.3527	0	-0.74	6	3.6391
坐落	6	0	-0.3626	2	0.7833	0	-0.3469	0	-0.3527	0	-0.74	4	1.4405
公交车站	6	0	-0.3626	0	-0.3455	0	-0.3469	0	-0.3527	0	-0.74	6	3.6391
大同	6	0	-0.3626	0	-0.3455	0	-0.3469	0	-0.3527	0	-0.74	6	3.6391
酒楼	6	0	-0.3626	0	-0.3455	0	-0.3469	0	-0.3527	0	-0.74	6	3.6391
独享	6	0	-0.3626	2	0.7833	0	-0.3469	0	-0.3527	0	-0.74	4	1.4405
敬业	6	0	-0.3626	0	-0.3455	0	-0.3469	0	-0.3527	0	-0.74	6	3.6391
目的地	6	1	0.2471	1	0.2607	0	-0.3469	0	-0.3527	0	-0.74	4	1.4405
88	6	0	-0.3626	0	-0.3455	0	-0.3469	0	-0.3527	0	-0.74	6	3.6391
奶	6	0	-0.3626	4	2.5386	0	-0.3469	0	-0.3527	0	-0.74	2	0.3372
酒店式	6	0	-0.3626	0	-0.3455	0	-0.3469	0	-0.3527	0	-0.74	6	3.6391
院落	6	0	-0.3626	0	-0.3455	0	-0.3469	0	-0.3527	0	-0.74	6	3.6391
天井	6	4	2.4643	1	0.2607	0	-0.3469	0	-0.3527	0	-0.74	1	-0.2676
千岛湖	6	0	-0.3626	0	-0.3455	0	-0.3469	0	-0.3527	0	-0.74	6	3.6391
岛上	6	0	-0.3626	0	-0.3455	0	-0.3469	0	-0.3527	0	-0.74	6	3.6391
九江	6	0	-0.3626	0	-0.3455	0	-0.3469	0	-0.3527	0	-0.74	6	3.6391
沿途	6	1	0.2471	2	0.7833	0	-0.3469	0	-0.3527	0	-0.74	3	0.7814
导游	6	1	0.2471	1	0.2607	0	-0.3469	0	-0.3527	0	-0.74	4	1.4405
别有洞天	6	0	-0.3626	4	2.5386	0	-0.3469	0	-0.3527	0	-0.74	2	0.3372
卡通	6	2	0.751	3	1.5434	0	-0.3469	0	-0.3527	0	-0.74	1	-0.2676
银耳	6	0	-0.3626	4	2.5386	0	-0.3469	0	-0.3527	0	-0.74	2	0.3372
优雅	6	0	-0.3626	0	-0.3455	0	-0.3469	0	-0.3527	0	-0.74	6	3.6391
一倍	6	1	0.2471	2	0.7833	0	-0.3469	0	-0.3527	0	-0.74	3	0.7814
美食街	6	1	0.2471	3	1.5434	0	-0.3469	0	-0.3527	0	-0.74	2	0.3372
沙沙	6	1	0.2471	4	2.5386	0	-0.3469	0	-0.3527	0	-0.74	1	-0.2676
山西	6	0	-0.3626	0	-0.3455	0	-0.3469	0	-0.3527	0	-0.74	6	3.6391
泉州	6	0	-0.3626	0	-0.3455	0	-0.3469	0	-0.3527	0	-0.74	6	3.6391
左拐	6	0	-0.3626	4	2.5386	0	-0.3469	0	-0.3527	0	-0.74	2	0.3372
美味	6	0	-0.3626	0	-0.3455	0	-0.3469	0	-0.3527	0	-0.74	6	3.6391
深表歉意	6	0	-0.3626	0	-0.3455	0	-0.3469	0	-0.3527	0	-0.74	6	3.6391
心情舒畅	6	0	-0.3626	4	2.5386	0	-0.3469	0	-0.3527	0	-0.74	2	0.3372
森林	6	0	-0.3626	4	2.5386	0	-0.3469	0	-0.3527	0	-0.74	2	0.3372
出名	6	0	-0.3626	1	0.2607	0	-0.3469	0	-0.3527	0	-0.74	5	2.3547
鲜美	6	0	-0.3626	3	1.5434	0	-0.3469	0	-0.3527	0	-0.74	3	0.7814
含早	6	2	0.751	2	0.7833	0	-0.3469	0	-0.3527	0	-0.74	2	0.3372
成为	6	1	0.2471	2	0.7833	0	-0.3469	0	-0.3527	0	-0.74	3	0.7814
用来	6	3	1.4905	2	0.7833	0	-0.3469	0	-0.3527	0	-0.74	1	-0.2676
我放	6	3	1.4905	2	0.7833	0	-0.3469	0	-0.3527	0	-0.74	1	-0.2676
绰绰有余	6	0	-0.3626	5	3.7994	0	-0.3469	0	-0.3527	0	-0.74	1	-0.2676
定期	6	1	0.2471	3	1.5434	0	-0.3469	0	-0.3527	0	-0.74	2	0.3372
水上	6	1	0.2471	1	0.2607	0	-0.3469	0	-0.3527	0	-0.74	4	1.4405
主题	6	0	-0.3626	2	0.7833	0	-0.3469	0	-0.3527	0	-0.74	4	1.4405
第一家	6	0	-0.3626	2	0.7833	0	-0.3469	0	-0.3527	0	-0.74	4	1.4405
逛逛	6	0	-0.3626	3	1.5434	0	-0.3469	0	-0.3527	0	-0.74	3	0.7814
淋	6	2	0.751	2	0.7833	0	-0.3469	0	-0.3527	0	-0.74	2	0.3372
