Unit	F	f_deepseek_neg	score_deepseek_neg	f_deepseek_pos	score_deepseek_pos	f_gpt_neg	score_gpt_neg	f_gpt_pos	score_gpt_pos	f_hum_neg	score_hum_neg	f_hum_pos	score_hum_pos
冷冷的	2	1	0.6145	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	0	-0.2469
片刻	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	1	0.3628
留存	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	2	1.2138	0	-0.2469
摔门	2	1	0.6145	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	0	-0.2469
欲	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	1	0.3628
不可不	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	1	0.3628
学	2	0	-0.1209	1	0.6328	0	-0.1156	0	-0.1176	1	0.3632	0	-0.2469
狗眼看人	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	2	1.2138	0	-0.2469
监狱	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	2	1.2138	0	-0.2469
圣诞节	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	1	0.3628
汉普顿	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	1	0.3628
剩余	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	2	1.2138	0	-0.2469
竖	2	0	-0.1209	1	0.6328	0	-0.1156	0	-0.1176	1	0.3632	0	-0.2469
旅行箱	2	1	0.6145	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	0	-0.2469
经典	2	0	-0.1209	1	0.6328	0	-0.1156	0	-0.1176	1	0.3632	0	-0.2469
壁橱	2	1	0.6145	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	0	-0.2469
麻雀虽小	2	0	-0.1209	1	0.6328	0	-0.1156	0	-0.1176	1	0.3632	0	-0.2469
韭菜	2	1	0.6145	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	0	-0.2469
米汤	2	1	0.6145	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	0	-0.2469
没完	2	1	0.6145	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	0	-0.2469
收银	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	1	0.3628
扯皮	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	2	1.2138	0	-0.2469
太令	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	1	0.3628
拐角处	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	2	1.2138	0	-0.2469
北面	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	1	0.3628
登机	2	0	-0.1209	1	0.6328	0	-0.1156	0	-0.1176	1	0.3632	0	-0.2469
东海	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	2	1.2138	0	-0.2469
渔家	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	1	0.3628
渔村	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	1	0.3628
一斤	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	2	1.2138	0	-0.2469
还少	2	1	0.6145	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	0	-0.2469
黄瓜	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	1	0.3628
排档	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	1	0.3628
无眠	2	1	0.6145	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	0	-0.2469
紫色	2	0	-0.1209	1	0.6328	0	-0.1156	0	-0.1176	1	0.3632	0	-0.2469
资格	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	2	1.2138	0	-0.2469
培养	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	2	1.2138	0	-0.2469
小车	2	1	0.6145	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	0	-0.2469
太平洋	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	1	0.3628
小床	2	0	-0.1209	1	0.6328	0	-0.1156	0	-0.1176	1	0.3632	0	-0.2469
鞋面	2	1	0.6145	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	0	-0.2469
算高	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	1	0.3628
充其量	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	1	0.3628
高标	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	2	1.2138	0	-0.2469
鉴于	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	1	0.3628
万源	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	1	0.3628
第二日	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	2	1.2138	0	-0.2469
战斗机	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	2	1.2138	0	-0.2469
星期五	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	1	0.3628
具	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	1	0.3628
这一	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	1	0.3628
逊色	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	1	0.3628
乌龙	2	0	-0.1209	1	0.6328	0	-0.1156	0	-0.1176	1	0.3632	0	-0.2469
近距离	2	1	0.6145	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	0	-0.2469
登记表	2	0	-0.1209	1	0.6328	0	-0.1156	0	-0.1176	1	0.3632	0	-0.2469
台前	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	2	1.2138	0	-0.2469
这顿	2	1	0.6145	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	0	-0.2469
越过	2	0	-0.1209	1	0.6328	0	-0.1156	0	-0.1176	1	0.3632	0	-0.2469
茶叶蛋	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	1	0.3628
年初	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	1	0.3628
房价格	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	2	1.2138	0	-0.2469
我排	2	0	-0.1209	1	0.6328	0	-0.1156	0	-0.1176	1	0.3632	0	-0.2469
失窃	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	2	1.2138	0	-0.2469
这使	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	2	1.2138	0	-0.2469
人身安全	2	1	0.6145	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	0	-0.2469
三线	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	1	0.3628
出面	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	2	1.2138	0	-0.2469
惊魂	2	1	0.6145	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	0	-0.2469
轻易	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	2	1.2138	0	-0.2469
先后	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	1	0.3628
财物	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	2	1.2138	0	-0.2469
被盗	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	2	1.2138	0	-0.2469
为证	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	2	1.2138	0	-0.2469
晾衣服	2	0	-0.1209	1	0.6328	0	-0.1156	0	-0.1176	1	0.3632	0	-0.2469
绳	2	1	0.6145	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	0	-0.2469
日月	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	2	1.2138	0	-0.2469
多号	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	2	1.2138	0	-0.2469
电视剧	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	1	0.3628
窗正	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	1	0.3628
搬走	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	2	1.2138	0	-0.2469
辞职	2	0	-0.1209	1	0.6328	0	-0.1156	0	-0.1176	1	0.3632	0	-0.2469
象个	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	2	1.2138	0	-0.2469
情形	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	1	0.3628
时来	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	2	1.2138	0	-0.2469
638	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	1	0.3628
天上	2	0	-0.1209	1	0.6328	0	-0.1156	0	-0.1176	1	0.3632	0	-0.2469
坚定	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	1	0.3628
退钱	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	2	1.2138	0	-0.2469
乱飞	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	2	1.2138	0	-0.2469
灭蚊器	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	1	0.3628
10M	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	1	0.3628
拦到	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	1	0.3628
跑过来	2	0	-0.1209	1	0.6328	0	-0.1156	0	-0.1176	1	0.3632	0	-0.2469
不休	2	1	0.6145	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	0	-0.2469
香炉	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	2	1.2138	0	-0.2469
第二周	2	0	-0.1209	1	0.6328	0	-0.1156	0	-0.1176	1	0.3632	0	-0.2469
不吐	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	1	0.3628
回想起来	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	1	0.3628
假笑	2	1	0.6145	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	0	-0.2469
不周到	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	2	1.2138	0	-0.2469
评到	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	1	0.3628
必然	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	2	1.2138	0	-0.2469
过人之处	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	1	0.3628
chick	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	2	1.2138	0	-0.2469
摩	2	1	0.6145	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	0	-0.2469
茶楼	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	1	0.3628
粗心	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	1	0.3628
伸展	2	0	-0.1209	1	0.6328	0	-0.1156	0	-0.1176	1	0.3632	0	-0.2469
西红柿	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	1	0.3628
买不到	2	0	-0.1209	1	0.6328	0	-0.1156	0	-0.1176	1	0.3632	0	-0.2469
黑黑	2	1	0.6145	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	0	-0.2469
中规	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	1	0.3628
中举	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	1	0.3628
手中	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	1	0.3628
哪一年	2	1	0.6145	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	0	-0.2469
1015	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	2	1.2138	0	-0.2469
风筒	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	2	1.2138	0	-0.2469
省外	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	2	1.2138	0	-0.2469
时长	2	0	-0.1209	1	0.6328	0	-0.1156	0	-0.1176	1	0.3632	0	-0.2469
朝里	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	2	1.2138	0	-0.2469
相符合	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	2	1.2138	0	-0.2469
夸奖	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	1	0.3628
270	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	1	0.3628
诧异	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	1	0.3628
晚饭时间	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	1	0.3628
之感	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	1	0.3628
吵吵闹闹	2	1	0.6145	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	0	-0.2469
点要	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	1	0.3628
浴场	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	1	0.3628
帆板	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	2	1.2138	0	-0.2469
磕	2	1	0.6145	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	0	-0.2469
建筑工地	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	2	1.2138	0	-0.2469
抵制	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	2	1.2138	0	-0.2469
圈圈	2	1	0.6145	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	0	-0.2469
半夜三更	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	2	1.2138	0	-0.2469
红梅	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	2	1.2138	0	-0.2469
Ｈ	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	2	1.2138	0	-0.2469
Ｕ	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	2	1.2138	0	-0.2469
Ｎ	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	2	1.2138	0	-0.2469
Ｏ	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	2	1.2138	0	-0.2469
Ｍ	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	2	1.2138	0	-0.2469
518	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	1	0.3628
不含	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	1	0.3628
绿灯	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	2	1.2138	0	-0.2469
闯	2	0	-0.1209	1	0.6328	0	-0.1156	0	-0.1176	1	0.3632	0	-0.2469
恶梦	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	1	0.3628
徒有其表	2	0	-0.1209	1	0.6328	0	-0.1156	0	-0.1176	1	0.3632	0	-0.2469
普标	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	1	0.3628
可圈可点	2	0	-0.1209	1	0.6328	0	-0.1156	0	-0.1176	1	0.3632	0	-0.2469
热死	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	2	1.2138	0	-0.2469
错开	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	1	0.3628
偌大	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	1	0.3628
他头	2	1	0.6145	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	0	-0.2469
成分	2	0	-0.1209	1	0.6328	0	-0.1156	0	-0.1176	1	0.3632	0	-0.2469
特小	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	2	1.2138	0	-0.2469
花冠	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	2	1.2138	0	-0.2469
抬高	2	1	0.6145	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	0	-0.2469
取出	2	1	0.6145	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	0	-0.2469
水沟	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	2	1.2138	0	-0.2469
白金	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	1	0.3628
贵在	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	1	0.3628
能力差	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	2	1.2138	0	-0.2469
看好	2	1	0.6145	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	0	-0.2469
TMD	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	2	1.2138	0	-0.2469
太能	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	2	1.2138	0	-0.2469
夜半	2	0	-0.1209	1	0.6328	0	-0.1156	0	-0.1176	1	0.3632	0	-0.2469
群	2	1	0.6145	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	0	-0.2469
挤进	2	1	0.6145	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	0	-0.2469
永和	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	1	0.3628
还脏	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	2	1.2138	0	-0.2469
德国	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	1	0.3628
水等	2	1	0.6145	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	0	-0.2469
价格低	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	1	0.3628
往往	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	1	0.3628
一方	2	0	-0.1209	1	0.6328	0	-0.1156	0	-0.1176	1	0.3632	0	-0.2469
不间断	2	1	0.6145	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	0	-0.2469
身临其境	2	1	0.6145	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	0	-0.2469
340	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	1	0.3628
可到	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	1	0.3628
态度强硬	2	1	0.6145	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	0	-0.2469
台风	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	1	0.3628
房钱	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	2	1.2138	0	-0.2469
户口本	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	2	1.2138	0	-0.2469
家俱	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	1	0.3628
尼斯	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	2	1.2138	0	-0.2469
歌厅	2	1	0.6145	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	0	-0.2469
澳	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	1	0.3628
点好	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	1	0.3628
星等	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	2	1.2138	0	-0.2469
一个半月	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	1	0.3628
下雪	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	2	1.2138	0	-0.2469
POS	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	1	0.3628
发到	2	0	-0.1209	1	0.6328	0	-0.1156	0	-0.1176	1	0.3632	0	-0.2469
日到	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	1	0.3628
接客	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	1	0.3628
排个	2	1	0.6145	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	0	-0.2469
高速路	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	1	0.3628
木门	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	1	0.3628
34	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	1	0.3628
上加	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	1	0.3628
加以	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	1	0.3628
除外	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	1	0.3628
油污	2	1	0.6145	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	0	-0.2469
高傲	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	1	0.3628
入园	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	1	0.3628
上述	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	1	0.3628
吐掉	2	1	0.6145	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	0	-0.2469
圆脸	2	1	0.6145	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	0	-0.2469
阶段	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	1	0.3628
友谊	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	1	0.3628
搭机	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	2	1.2138	0	-0.2469
徐	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	2	1.2138	0	-0.2469
天后	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	1	0.3628
我觉	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	1	0.3628
坐车去	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	2	1.2138	0	-0.2469
杂草丛生	2	1	0.6145	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	0	-0.2469
公厕	2	1	0.6145	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	0	-0.2469
嗖嗖	2	1	0.6145	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	0	-0.2469
全关	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	1	0.3628
别处	2	1	0.6145	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	0	-0.2469
最为	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	1	0.3628
领教	2	1	0.6145	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	0	-0.2469
熬过	2	1	0.6145	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	0	-0.2469
348	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	1	0.3628
专票	2	1	0.6145	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	0	-0.2469
区区	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	1	0.3628
说加	2	0	-0.1209	1	0.6328	0	-0.1156	0	-0.1176	1	0.3632	0	-0.2469
门坏	2	1	0.6145	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	0	-0.2469
教育	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	1	0.3628
小心眼	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	1	0.3628
零晨	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	2	1.2138	0	-0.2469
计程车	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	1	0.3628
623	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	1	0.3628
座机	2	1	0.6145	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	0	-0.2469
服务部	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	2	1.2138	0	-0.2469
想一想	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	1	0.3628
客服部	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	2	1.2138	0	-0.2469
歇业	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	1	0.3628
买个	2	1	0.6145	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	0	-0.2469
批发市场	2	1	0.6145	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	0	-0.2469
散户	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	1	0.3628
锅炉房	2	1	0.6145	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	0	-0.2469
松花江	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	1	0.3628
很凉	2	1	0.6145	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	0	-0.2469
芹菜	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	2	1.2138	0	-0.2469
马鞍山	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	1	0.3628
时多收	2	1	0.6145	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	0	-0.2469
平方米	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	1	0.3628
特重	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	1	0.3628
糟糕透顶	2	1	0.6145	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	0	-0.2469
被包	2	1	0.6145	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	0	-0.2469
放在心上	2	0	-0.1209	1	0.6328	0	-0.1156	0	-0.1176	1	0.3632	0	-0.2469
端午节	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	1	0.3628
789	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	2	1.2138	0	-0.2469
南	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	2	1.2138	0	-0.2469
活活	2	0	-0.1209	1	0.6328	0	-0.1156	0	-0.1176	1	0.3632	0	-0.2469
包着	2	0	-0.1209	1	0.6328	0	-0.1156	0	-0.1176	1	0.3632	0	-0.2469
不盖	2	1	0.6145	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	0	-0.2469
夏季	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	1	0.3628
还亮	2	1	0.6145	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	0	-0.2469
铃声	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	1	0.3628
三月	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	1	0.3628
地向	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	1	0.3628
九折	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	1	0.3628
会来	2	0	-0.1209	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	1	0.3628
牺牲	2	1	0.6145	0	-0.1152	0	-0.1156	0	-0.1176	1	0.3632	0	-0.2469
